Mod:Item:MetaData, Localized Name
chisel:sandstone-scribbles:6, Песчаник с каракулями
chisel:sandstone-scribbles:7, Песчаник с каракулями
chisel:sandstone-scribbles:8, Песчаник с каракулями
chisel:sandstone-scribbles:9, Песчаник с каракулями
chisel:sandstone-scribbles:10, Песчаник с каракулями
chisel:sandstone-scribbles:11, Песчаник с каракулями
chisel:sandstone-scribbles:12, Песчаник с каракулями
chisel:sandstone-scribbles:13, Песчаник с каракулями
chisel:sandstone-scribbles:14, Песчаник с каракулями
chisel:sandstone-scribbles:15, Песчаник с каракулями
chisel:blocksilver:0, Серебряный блок
chisel:blocksilver:1, Серебряный блок
chisel:blocksilver:2, Серебряный блок
chisel:blocksilver:3, Серебряный блок
chisel:blocksilver:4, Серебряный блок
chisel:blocksilver:5, Серебряный блок
chisel:blocksilver:6, Серебряный блок
chisel:blocksteel:0, Стальной блок
chisel:blocksteel:1, Стальной блок
chisel:blocksteel:2, Стальной блок
chisel:blocksteel:3, Стальной блок
chisel:blocksteel:4, Стальной блок
chisel:blocksteel:5, Стальной блок
chisel:blocksteel:6, Стальной блок
chisel:stonebrick:0, Резной камень
chisel:stonebrick:1, Резной камень
chisel:stonebrick:2, Резной камень
chisel:stonebrick:3, Резной камень
chisel:stonebrick:4, Резной камень
chisel:stonebrick:5, Резной камень
chisel:stonebrick:6, Резной камень
chisel:stonebrick:7, Резной камень
chisel:stonebrick:8, Резной камень
chisel:stonebrick:9, Резной камень
chisel:stonebrick:10, Резной камень
chisel:stonebrick:11, Резной камень
chisel:stonebrick:12, Резной камень
chisel:stonebrick:13, Резной камень
chisel:stonebrick:14, Резной камень
chisel:stonebrick:15, Резной камень
chisel:stonebrick1:0, Резной камень
chisel:stonebrick1:1, Резной камень
chisel:stonebrick1:2, Резной камень
chisel:stonebrick1:3, Резной камень
chisel:stonebrick1:4, Резной камень
chisel:stonebrick1:5, Резной камень
chisel:stonebrick1:6, Резной камень
chisel:stonebrick1:7, Резной камень
chisel:stonebrick1:8, Резной камень
chisel:stonebrick1:9, Резной камень
chisel:stonebrick2:0, Резной камень
chisel:stonebrick2:1, Резной камень
chisel:stonebrick2:2, Резной камень
chisel:stonebrick2:3, Резной камень
chisel:stonebrick2:4, Резной камень
chisel:stonebrick2:5, Резной камень
chisel:stonebrick2:6, Резной камень
chisel:stonebrick2:7, Резной камень
chisel:technical:0, Фабричный блок
chisel:technical:1, Фабричный блок
chisel:technical:2, Фабричный блок
chisel:technical:3, Фабричный блок
chisel:technical:4, Фабричный блок
chisel:technical:5, Фабричный блок
chisel:technical:6, Фабричный блок
chisel:technical:7, Фабричный блок
chisel:technical:8, Фабричный блок
chisel:technical:9, Фабричный блок
chisel:technical:10, Фабричный блок
chisel:technical:11, Фабричный блок
chisel:technical:12, Фабричный блок
chisel:technical:13, Фабричный блок
chisel:technical:14, Фабричный блок
chisel:technical:15, Фабричный блок
chisel:technical1:0, Фабричный блок
chisel:technical1:1, Фабричный блок
chisel:technical1:2, Фабричный блок
chisel:technical1:3, Фабричный блок
chisel:technical1:4, Фабричный блок
chisel:technicalnew:0, Фабричный блок
chisel:technicalnew:1, Фабричный блок
chisel:technicalnew:2, Фабричный блок
chisel:technicalnew:3, Фабричный блок
chisel:technicalnew:4, Фабричный блок
chisel:technicalnew:5, Фабричный блок
chisel:technicalnew:6, Фабричный блок
chisel:technicalnew:7, Фабричный блок
chisel:technicalnew:8, Фабричный блок
chisel:temple:0, Храмовый блок
chisel:temple:1, Храмовый блок
chisel:temple:2, Храмовый блок
chisel:temple:3, Храмовый блок
chisel:temple:4, Храмовый блок
chisel:temple:5, Храмовый блок
chisel:temple:6, Храмовый блок
chisel:temple:7, Храмовый блок
chisel:temple:8, Храмовый блок
chisel:temple:9, Храмовый блок
chisel:temple:10, Храмовый блок
chisel:temple:11, Храмовый блок
chisel:temple:12, Храмовый блок
chisel:temple:13, Храмовый блок
chisel:temple:14, Храмовый блок
chisel:temple:15, Храмовый блок
chisel:templemossy:0, Замшелый храмовый блок
chisel:templemossy:1, Замшелый храмовый блок
chisel:templemossy:2, Замшелый храмовый блок
chisel:templemossy:3, Замшелый храмовый блок
chisel:templemossy:4, Замшелый храмовый блок
chisel:templemossy:5, Замшелый храмовый блок
chisel:templemossy:6, Замшелый храмовый блок
chisel:templemossy:7, Замшелый храмовый блок
chisel:templemossy:8, Замшелый храмовый блок
chisel:templemossy:9, Замшелый храмовый блок
chisel:templemossy:10, Замшелый храмовый блок
chisel:templemossy:11, Замшелый храмовый блок
chisel:templemossy:12, Замшелый храмовый блок
chisel:templemossy:13, Замшелый храмовый блок
chisel:templemossy:14, Замшелый храмовый блок
chisel:templemossy:15, Замшелый храмовый блок
chisel:blocktin:0, Оловянный блок
chisel:blocktin:1, Оловянный блок
chisel:blocktin:2, Оловянный блок
chisel:blocktin:3, Оловянный блок
chisel:blocktin:4, Оловянный блок
chisel:blocktin:5, Оловянный блок
chisel:blocktin:6, Оловянный блок
chisel:tyrian:0, Тириан
chisel:tyrian:1, Тириан
chisel:tyrian:2, Тириан
chisel:tyrian:3, Тириан
chisel:tyrian:4, Тириан
chisel:tyrian:5, Тириан
chisel:tyrian:6, Тириан
chisel:tyrian:7, Тириан
chisel:tyrian:8, Тириан
chisel:tyrian:9, Тириан
chisel:tyrian:10, Тириан
chisel:tyrian:11, Тириан
chisel:tyrian:12, Тириан
chisel:tyrian:13, Тириан
chisel:tyrian:14, Тириан
chisel:tyrian:15, Тириан
chisel:blockuranium:0, Урановый блок
chisel:blockuranium:1, Урановый блок
chisel:blockuranium:2, Урановый блок
chisel:blockuranium:3, Урановый блок
chisel:blockuranium:4, Урановый блок
chisel:blockuranium:5, Урановый блок
chisel:blockuranium:6, Урановый блок
chisel:valentines:0, Блок Валентина
chisel:valentines:1, Блок Валентина
chisel:valentines:2, Блок Валентина
chisel:valentines:3, Блок Валентина
chisel:valentines:4, Блок Валентина
chisel:valentines:5, Блок Валентина
chisel:valentines:6, Блок Валентина
chisel:valentines:7, Блок Валентина
chisel:valentines:8, Блок Валентина
chisel:valentines:9, Блок Валентина
chisel:voidstone:0, Пустотный камень
chisel:voidstone:1, Пустотный камень
chisel:voidstone:2, Пустотный камень
chisel:voidstone:3, Пустотный камень
chisel:voidstone:4, Пустотный камень
chisel:voidstone:5, Пустотный камень
chisel:voidstone:6, Пустотный камень
chisel:voidstone:7, Пустотный камень
chisel:energizedvoidstone:0, Первичный пустотный камень
chisel:energizedvoidstone:1, Первичный пустотный камень
chisel:energizedvoidstone:2, Первичный пустотный камень
chisel:energizedvoidstone:3, Первичный пустотный камень
chisel:energizedvoidstone:4, Первичный пустотный камень
chisel:energizedvoidstone:5, Первичный пустотный камень
chisel:energizedvoidstone:6, Первичный пустотный камень
chisel:energizedvoidstone:7, Первичный пустотный камень
chisel:voidstonerunic:0, Рунический пустотный камень
chisel:voidstonerunic:1, Рунический пустотный камень
chisel:voidstonerunic:2, Рунический пустотный камень
chisel:voidstonerunic:3, Рунический пустотный камень
chisel:voidstonerunic:4, Рунический пустотный камень
chisel:voidstonerunic:5, Рунический пустотный камень
chisel:voidstonerunic:6, Рунический пустотный камень
chisel:voidstonerunic:7, Рунический пустотный камень
chisel:voidstonerunic:8, Рунический пустотный камень
chisel:voidstonerunic:9, Рунический пустотный камень
chisel:voidstonerunic:10, Рунический пустотный камень
chisel:voidstonerunic:11, Рунический пустотный камень
chisel:voidstonerunic:12, Рунический пустотный камень
chisel:voidstonerunic:13, Рунический пустотный камень
chisel:voidstonerunic:14, Рунический пустотный камень
chisel:waterstone:0, Водный камень
chisel:waterstone:1, Водный камень
chisel:waterstone:2, Водный камень
chisel:waterstone:3, Водный камень
chisel:waterstone:4, Водный камень
chisel:waterstone:5, Водный камень
chisel:waterstone:6, Водный камень
chisel:waterstone:7, Водный камень
chisel:waterstone:8, Водный камень
chisel:waterstone:9, Водный камень
chisel:waterstone:10, Водный камень
chisel:waterstone:11, Водный камень
chisel:waterstone:12, Водный камень
chisel:waterstone:13, Водный камень
chisel:waterstone:14, Водный камень
chisel:waterstone:15, Водный камень
chisel:waterstone1:0, Водный камень
chisel:waterstone1:1, Водный камень
chisel:waterstone1:2, Водный камень
chisel:waterstone1:3, Водный камень
chisel:waterstone1:4, Водный камень
chisel:waterstone1:5, Водный камень
chisel:waterstone1:6, Водный камень
chisel:waterstone1:7, Водный камень
chisel:waterstone1:8, Водный камень
chisel:waterstone1:9, Водный камень
chisel:waterstone1:10, Водный камень
chisel:waterstone1:11, Водный камень
chisel:waterstone1:12, Водный камень
chisel:waterstone1:13, Водный камень
chisel:waterstone1:14, Водный камень
chisel:waterstone1:15, Водный камень
chisel:waterstone2:0, Водный камень
chisel:wool_black:0, Black Wool
chisel:wool_black:1, Black Wool
chisel:wool_red:0, Red Wool
chisel:wool_red:1, Red Wool
chisel:wool_green:0, Green Wool
chisel:wool_green:1, Green Wool
chisel:wool_brown:0, Brown Wool
chisel:wool_brown:1, Brown Wool
chisel:wool_blue:0, Blue Wool
chisel:wool_blue:1, Blue Wool
chisel:wool_purple:0, Purple Wool
chisel:wool_purple:1, Purple Wool
chisel:wool_cyan:0, Cyan Wool
chisel:wool_cyan:1, Cyan Wool
chisel:wool_lightgray:0, Light Gray Wool
chisel:wool_lightgray:1, Light Gray Wool
chisel:wool_gray:0, Gray Wool
chisel:wool_gray:1, Gray Wool
chisel:wool_pink:0, Pink Wool
chisel:wool_pink:1, Pink Wool
chisel:wool_lime:0, Lime Wool
chisel:wool_lime:1, Lime Wool
chisel:wool_yellow:0, Yellow Wool
chisel:wool_yellow:1, Yellow Wool
chisel:wool_lightblue:0, Light Blue Wool
chisel:wool_lightblue:1, Light Blue Wool
chisel:wool_magenta:0, Magenta Wool
chisel:wool_magenta:1, Magenta Wool
chisel:wool_orange:0, Orange Wool
chisel:wool_orange:1, Orange Wool
chisel:wool_white:0, Wool
chisel:wool_white:1, Wool
thaumcraft:ore_amber, Янтароносный камень
thaumcraft:ore_cinnabar, Киноварь
thaumcraft:ore_quartz, Кварцевая руда
thaumcraft:crystal_aer, Кристалл воздуха
thaumcraft:crystal_ignis, Кристалл огня
thaumcraft:crystal_aqua, Кристалл воды
thaumcraft:crystal_terra, Кристалл земли
thaumcraft:crystal_ordo, Кристалл порядка
thaumcraft:crystal_perditio, Кристалл энтропии
thaumcraft:crystal_vitium, Кристалл Выбросов
thaumcraft:stone_arcane, Мистический камень
thaumcraft:stone_arcane_brick, Кирпичи из мистического камня
thaumcraft:stone_ancient, Древний камень
thaumcraft:stone_ancient_tile, Плита из древнего камня
thaumcraft:stone_ancient_rock, Древний булыжник
thaumcraft:stone_ancient_glyphed, Расписанный камень
thaumcraft:stone_ancient_doorway, Древний Барьер
thaumcraft:stone_eldritch_tile, Потусторонний камень
thaumcraft:stone_porous, Пористый камень
thaumcraft:stairs_arcane, Ступеньки из мистического камня
thaumcraft:stairs_arcane_brick, Ступеньки из кирпичей мистического камня
thaumcraft:stairs_ancient, Ступеньки из древнего камня
thaumcraft:slab_arcane_stone:0, Плита из мистического камня
thaumcraft:slab_arcane_brick:0, Плита из кирпичей мистического камня
thaumcraft:slab_ancient:0, Плита из древнего камня
thaumcraft:slab_eldritch:0, Плита из потустороннего камня
thaumcraft:sapling_greatwood, Саженец великого дерева
thaumcraft:sapling_silverwood, Саженец серебряного дерева
thaumcraft:log_greatwood, Бревно великого дерева
thaumcraft:log_silverwood, Бревно серебряного дерева
thaumcraft:leaves_greatwood, Листья великого дерева
thaumcraft:leaves_silverwood, Листья серебряного дерева
thaumcraft:shimmerleaf, Мерцающий лист
thaumcraft:cinderpearl, Тлеющая жемчужина
thaumcraft:vishroom, Висомор
thaumcraft:plank_greatwood, Доски из великого дерева
thaumcraft:plank_silverwood, Доски из серебряного дерева
thaumcraft:stairs_greatwood, Ступеньки из великого дерева
thaumcraft:stairs_silverwood, Ступеньки из серебряного дерева
thaumcraft:slab_greatwood:0, Плита из великого дерева
thaumcraft:slab_silverwood:0, Плита из серебряного дерева
thaumcraft:amber_block, Янтарный блок
thaumcraft:amber_brick, Янтарные кирпичи
thaumcraft:flesh_block, Блок плоти
thaumcraft:loot_crate_common, Обычный ящик
thaumcraft:loot_crate_uncommon, Необычный ящик
thaumcraft:loot_crate_rare, Редкий ящик
thaumcraft:loot_urn_common, Обычная урна
thaumcraft:loot_urn_uncommon, Необычная урна
thaumcraft:loot_urn_rare, Редкая урна
thaumcraft:taint_fibre, Волокнистое заражение
thaumcraft:taint_crust, Поверхностное заражение
thaumcraft:taint_soil, Заражённая почва
thaumcraft:taint_rock, Заражённый камень
thaumcraft:taint_geyser, Заражённый гейзер
thaumcraft:taint_feature, Разбухшее заражение
thaumcraft:taint_log, Бревно Зараженного дерева
thaumcraft:grass_ambient, Дёрн окружения
thaumcraft:table_wood, Деревянный стол
thaumcraft:table_stone, Каменный стол
thaumcraft:pedestal_arcane, Мистический пьедестал
thaumcraft:pedestal_ancient, Древний пьедестал
thaumcraft:pedestal_eldritch, Потусторонний пьедестал
thaumcraft:metal_brass, Латунный блок
thaumcraft:metal_thaumium, Блок таумиума
thaumcraft:metal_void, Блок пустотного металла
thaumcraft:metal_alchemical, Алхимическая конструкция
thaumcraft:metal_alchemical_advanced, Продвинутая алхимическая конструкция
thaumcraft:paving_stone_travel, Брусчатка путешественника
thaumcraft:paving_stone_barrier, Камень-барьер
thaumcraft:pillar_arcane, Наполняющая колонна
thaumcraft:pillar_ancient, Древняя наполняющая колонна
thaumcraft:pillar_eldritch, Потусторонняя наполняющая колонна
thaumcraft:matrix_speed, Наполняющий камень скорости
thaumcraft:matrix_cost, Наполняющий камень затрат
thaumcraft:candle_white, Белая сальная свеча
thaumcraft:candle_orange, Оранжевая сальная свеча
thaumcraft:candle_magenta, Пурпурная сальная свеча
thaumcraft:candle_lightblue, Голубая сальная свеча
thaumcraft:candle_yellow, Жёлтая сальная свеча
thaumcraft:candle_lime, Лаймовая сальная свеча
thaumcraft:candle_pink, Розовая сальная свеча
thaumcraft:candle_gray, Серая сальная свеча
thaumcraft:candle_silver, Светло-серая сальная свеча
thaumcraft:candle_cyan, Бирюзовая сальная свеча
thaumcraft:candle_purple, Фиолетовая сальная свеча
thaumcraft:candle_blue, Синяя сальная свеча
thaumcraft:candle_brown, Коричневая сальная свеча
thaumcraft:candle_green, Зелёная сальная свеча
thaumcraft:candle_red, Красная сальная свеча
thaumcraft:candle_black, Чёрная сальная свеча
thaumcraft:banner_white, Белое знамя
thaumcraft:banner_orange, Оранжевое знамя
thaumcraft:banner_magenta, Пурпурное знамя
thaumcraft:banner_lightblue, Голубое знамя
thaumcraft:banner_yellow, Жёлтое знамя
thaumcraft:banner_lime, Лаймовое знамя
thaumcraft:banner_pink, Розовое знамя
thaumcraft:banner_gray, Серое знамя
thaumcraft:banner_silver, Светло-серое знамя
thaumcraft:banner_cyan, Бирюзовое знамя
thaumcraft:banner_purple, Фиолетовое знамя
thaumcraft:banner_blue, Синее знамя
thaumcraft:banner_brown, Коричневое знамя
thaumcraft:banner_green, Зелёное знамя
thaumcraft:banner_red, Красное знамя
thaumcraft:banner_black, Чёрное знамя
thaumcraft:banner_crimson_cult, Знамя багрового культа
thaumcraft:nitor_white, Белый нитор
thaumcraft:nitor_orange, Оранжевый нитор
thaumcraft:nitor_magenta, Пурпурный нитор
thaumcraft:nitor_lightblue, Голубой нитор
thaumcraft:nitor_yellow, Жёлтый нитор
thaumcraft:nitor_lime, Лаймовый нитор
thaumcraft:nitor_pink, Розовый нитор
thaumcraft:nitor_gray, Серый нитор
thaumcraft:nitor_silver, Светло-серый нитор
thaumcraft:nitor_cyan, Бирюзовый нитор
thaumcraft:nitor_purple, Фиолетовый нитор
thaumcraft:nitor_blue, Синий нитор
thaumcraft:nitor_brown, Коричневый нитор
thaumcraft:nitor_green, Зелёный нитор
thaumcraft:nitor_red, Красный нитор
thaumcraft:nitor_black, Чёрный нитор
thaumcraft:vis_battery, Вис-батарея
thaumcraft:inlay, Redstone Inlay
thaumcraft:arcane_workbench, Мистический верстак
thaumcraft:arcane_workbench_charger, Заряжатель мистического верстака
thaumcraft:dioptra, Таумическая диоптрия
thaumcraft:research_table, Стол исследований
thaumcraft:crucible, Тигель
thaumcraft:arcane_ear, Мистическое ухо
thaumcraft:arcane_ear_toggle, Мистическое ухо (Переключённое)
thaumcraft:lamp_arcane, Мистический светильник
thaumcraft:lamp_fertility, Светильник скрещивания
thaumcraft:lamp_growth, Светильник роста
thaumcraft:levitator, Мистический подъёмник
thaumcraft:centrifuge, Центрифуга эссенции
thaumcraft:bellows, Мистические меха
thaumcraft:smelter_basic, Плавильня эссенции
thaumcraft:smelter_thaumium, Плавильня эссенции из таумиума
thaumcraft:smelter_void, Плавильня эссенции из пустотного металла
thaumcraft:smelter_aux, Вспомогательный жидкостный насос
thaumcraft:smelter_vent, Вспомогательный вентиляционный порт
thaumcraft:alembic, Перегонный куб
thaumcraft:recharge_pedestal, Пьедестал подзарядки
thaumcraft:wand_workbench, Конфигуратор линз
thaumcraft:hungry_chest, Голодный сундук
thaumcraft:tube, Труба для эссенции
thaumcraft:tube_valve, Клапан трубы для эссенции
thaumcraft:tube_restrict, Ограничивающая труба для эссенции
thaumcraft:tube_oneway, Направляющая труба для эссенции
thaumcraft:tube_filter, Фильтрующая труба для эссенции
thaumcraft:tube_buffer, Буфер для эссенции
thaumcraft:jar_normal, Банка
thaumcraft:jar_void, Пустотная банка
thaumcraft:jar_brain, Мозг в банке
thaumcraft:infusion_matrix, Руническая матрица
thaumcraft:infernal_furnace, Адская печь
thaumcraft:everfull_urn, Неиссякающая урна
thaumcraft:thaumatorium, Тауматорий
thaumcraft:thaumatorium_top, Тауматорий
thaumcraft:brain_box, Мнемоническая матрица
thaumcraft:spa, Мистическая ванна
thaumcraft:golem_builder, Пресс големов
thaumcraft:mirror, Магическое зеркало
thaumcraft:mirror_essentia, Зеркало эссенции
thaumcraft:essentia_input, Наполняющий передатчик эссенции
thaumcraft:essentia_output, Опустошающий передатчик эссенции
thaumcraft:redstone_relay, Редстоуновое реле
thaumcraft:pattern_crafter, Мистический шаблонный сборщик
thaumcraft:potion_sprayer, Разбрызгиватель зелий
thaumcraft:activator_rail, Мистические активирующие рельсы
thaumcraft:stabilizer, Стабилизатор
thaumcraft:vis_generator, Генератор Вис
thaumcraft:condenser, Конденсатор Выбросов
thaumcraft:condenser_lattice, Решётка конденсатора Выбросов
thaumcraft:condenser_lattice_dirty, Засоренная решётка конденсатора Выбросов
thaumcraft:void_siphon, Пустотный сифон
thaumcraft:hole, Пространственный разлом
thaumcraft:effect_shock, Статическое поле
thaumcraft:effect_sap, Истощающее поле
thaumcraft:effect_glimmer, Мерцание
thaumcraft:placeholder_brick, Адская печь
thaumcraft:placeholder_obsidian, Адская печь
thaumcraft:placeholder_bars, Пресс големов
thaumcraft:placeholder_anvil, Пресс големов
thaumcraft:placeholder_cauldron, Пресс големов
thaumcraft:placeholder_table, Пресс големов
thaumcraft:empty, Пустое пространство
thaumcraft:barrier, Охраняющая аура
forge:bucketfilled, %s Ведро
antiqueatlas:empty_antique_atlas, Пустой старинный атлас
antiqueatlas:antique_atlas:0, Старинный атлас #0
appliedenergistics2:quartz_ore, Руда истинного кварца
appliedenergistics2:charged_quartz_ore, Заряженная руда истинного кварца
appliedenergistics2:matrix_frame, Каркас матрицы
appliedenergistics2:quartz_block, Блок истинного кварца
appliedenergistics2:quartz_pillar, Колонна истинного кварца
appliedenergistics2:chiseled_quartz_block, Резной блок истинного кварца
appliedenergistics2:quartz_glass, Кварцевое стекло
appliedenergistics2:quartz_vibrant_glass, Энергичное кварцевое стекло
appliedenergistics2:quartz_fixture, Светильник из заряженного кварца
appliedenergistics2:fluix_block, Изменчивый блок
appliedenergistics2:sky_stone_block, Небесный камень
appliedenergistics2:smooth_sky_stone_block, Блок небесного камня
appliedenergistics2:sky_stone_brick, Кирпич небесного камня
appliedenergistics2:sky_stone_small_brick, Малый кирпич небесного камня
appliedenergistics2:sky_stone_chest, Сундук из небесного камня
appliedenergistics2:smooth_sky_stone_chest, Сундук из блока небесного камня
appliedenergistics2:sky_compass, Метеоритный компас
appliedenergistics2:grindstone, Кварцевый дробитель
appliedenergistics2:crank, Деревянная рукоятка
appliedenergistics2:inscriber, Высекатель
appliedenergistics2:wireless_access_point, МЭ беспроводная точка доступа
appliedenergistics2:charger, Зарядник
appliedenergistics2:tiny_tnt, Маленький динамит
appliedenergistics2:security_station, МЭ терминал безопасности
appliedenergistics2:quantum_ring, МЭ квантовое кольцо
appliedenergistics2:quantum_link, МЭ камера квантовой связи
appliedenergistics2:spatial_pylon, Пространственный пилон
appliedenergistics2:spatial_io_port, Пространственный порт ввода\вывода
appliedenergistics2:drive, МЭ накопитель
appliedenergistics2:chest, МЭ сундук
appliedenergistics2:interface, МЭ интерфейс
appliedenergistics2:fluid_interface, ME Fluid Interface
appliedenergistics2:cell_workbench, Верстак для ячеек
appliedenergistics2:io_port, МЭ порт ввода\вывода
appliedenergistics2:condenser, Конденсатор материи
appliedenergistics2:energy_acceptor, Приёмщик энергии
appliedenergistics2:vibration_chamber, Вибрационная камера
appliedenergistics2:quartz_growth_accelerator, Ускоритель роста кристаллов
appliedenergistics2:energy_cell, Энергетическая ячейка
appliedenergistics2:dense_energy_cell, Плотная энергетическая ячейка
appliedenergistics2:creative_energy_cell, Творческая энергетическая ячейка
appliedenergistics2:crafting_unit, Блок крафта
appliedenergistics2:crafting_accelerator, Блок обработки крафта
appliedenergistics2:crafting_storage_1k, 1К хранилище крафта
appliedenergistics2:crafting_storage_4k, 4К хранилище крафта
appliedenergistics2:crafting_storage_16k, 16К хранилище крафта
appliedenergistics2:crafting_storage_64k, 64К хранилище крафта
appliedenergistics2:crafting_monitor, Монитор крафта
appliedenergistics2:molecular_assembler, Молекулярный сборщик
appliedenergistics2:light_detector, Светильник обнаружения света
appliedenergistics2:paint, tile.appliedenergistics2.paint.name
appliedenergistics2:sky_stone_stairs, Ступеньки из небесного камня
appliedenergistics2:smooth_sky_stone_stairs, Ступеньки из блока небесного камня
appliedenergistics2:sky_stone_brick_stairs, Ступеньки из кирпича небесного камня
appliedenergistics2:sky_stone_small_brick_stairs, Ступеньки из малого кирпича небесного камня
appliedenergistics2:fluix_stairs, Изменчивые ступеньки
appliedenergistics2:quartz_stairs, Ступеньки из истинного кварца
appliedenergistics2:chiseled_quartz_stairs, Ступеньки из резного истинного кварца
appliedenergistics2:quartz_pillar_stairs, Ступеньки из колонны истинного кварца
appliedenergistics2:cable_bus, AE2 кабель и/или шина
appliedenergistics2:sky_stone_slab:0, Плита из небесного камня
appliedenergistics2:smooth_sky_stone_slab:0, Плита из блока небесного камня
appliedenergistics2:sky_stone_brick_slab:0, Плита из кирпича небесного камня
appliedenergistics2:sky_stone_small_brick_slab:0, Плита из малого кирпича небесного камня
appliedenergistics2:fluix_slab:0, Изменчивая плита
appliedenergistics2:quartz_slab:0, Плита из истинного кварца
appliedenergistics2:chiseled_quartz_slab:0, Плита из резного истинного кварца
appliedenergistics2:quartz_pillar_slab:0, Плита из колонны истинного кварца
appliedenergistics2:certus_quartz_axe, Топор из истинного кварца
appliedenergistics2:certus_quartz_hoe, Мотыга из истинного кварца
appliedenergistics2:certus_quartz_spade, Лопата из истинного кварца
appliedenergistics2:certus_quartz_pickaxe, Кирка из истинного кварца
appliedenergistics2:certus_quartz_sword, Меч из истинного кварца
appliedenergistics2:certus_quartz_wrench, Гаечный ключ из истинного кварца
appliedenergistics2:certus_quartz_cutting_knife, Нож из истинного кварца
appliedenergistics2:nether_quartz_axe, Топор из незер-кварца
appliedenergistics2:nether_quartz_hoe, Мотыга из незер-кварца
appliedenergistics2:nether_quartz_spade, Лопата из незер-кварца
appliedenergistics2:nether_quartz_pickaxe, Кирка из незер-кварца
appliedenergistics2:nether_quartz_sword, Меч из незер-кварца
appliedenergistics2:nether_quartz_wrench, Гаечный ключ из незер-кварца
appliedenergistics2:nether_quartz_cutting_knife, Нож из незер-кварца
appliedenergistics2:entropy_manipulator, Манипулятор энтропией
appliedenergistics2:wireless_terminal, Беспроводной терминал
appliedenergistics2:charged_staff, Заряженный посох
appliedenergistics2:matter_cannon, Материальная пушка
appliedenergistics2:portable_cell, Переносная ячейка
appliedenergistics2:color_applicator, Аппликатор цвета
appliedenergistics2:biometric_card, Биометрическая карта
appliedenergistics2:memory_card, Карта памяти
appliedenergistics2:network_tool, Сетевой инструмент
appliedenergistics2:creative_storage_cell, Творческая МЭ ячейка хранения
appliedenergistics2:view_cell, Ячейка представления
appliedenergistics2:storage_cell_1k, 1К МЭ ячейка хранения
appliedenergistics2:storage_cell_4k, 4К МЭ ячейка хранения
appliedenergistics2:storage_cell_16k, 16К МЭ ячейка хранения
appliedenergistics2:storage_cell_64k, 64К МЭ ячейка хранения
appliedenergistics2:fluid_storage_cell_1k, 1k ME Fluid Storage Cell
appliedenergistics2:fluid_storage_cell_4k, 4k ME Fluid Storage Cell
appliedenergistics2:fluid_storage_cell_16k, 16k ME Fluid Storage Cell
appliedenergistics2:fluid_storage_cell_64k, 64k ME Fluid Storage Cell
appliedenergistics2:spatial_storage_cell_2_cubed, 2³ пространственная ячейка хранения
appliedenergistics2:spatial_storage_cell_16_cubed, 16³ пространственная ячейка хранения
appliedenergistics2:spatial_storage_cell_128_cubed, 128³ пространственная ячейка хранения
appliedenergistics2:facade:0, Кабельный фасад - Камень
appliedenergistics2:facade:0, Кабельный фасад - Гранит
appliedenergistics2:facade:0, Кабельный фасад - Полированный гранит
appliedenergistics2:facade:0, Кабельный фасад - Диорит
appliedenergistics2:facade:0, Кабельный фасад - Полированный диорит
appliedenergistics2:facade:0, Кабельный фасад - Андезит
appliedenergistics2:facade:0, Кабельный фасад - Полированный андезит
appliedenergistics2:facade:0, Кабельный фасад - Дёрн
appliedenergistics2:facade:0, Кабельный фасад - Земля
appliedenergistics2:facade:0, Кабельный фасад - Каменистая земля
appliedenergistics2:facade:0, Кабельный фасад - Подзол
appliedenergistics2:facade:0, Кабельный фасад - Булыжник
appliedenergistics2:facade:0, Кабельный фасад - Дубовые доски
appliedenergistics2:facade:0, Кабельный фасад - Еловые доски
appliedenergistics2:facade:0, Кабельный фасад - Берёзовые доски
appliedenergistics2:facade:0, Кабельный фасад - Доски из тропического дерева
appliedenergistics2:facade:0, Кабельный фасад - Акациевые доски
appliedenergistics2:facade:0, Кабельный фасад - Доски из тёмного дуба
appliedenergistics2:facade:0, Кабельный фасад - Бедрок
appliedenergistics2:facade:0, Кабельный фасад - Песок
appliedenergistics2:facade:0, Кабельный фасад - Красный песок
appliedenergistics2:facade:0, Кабельный фасад - Гравий
appliedenergistics2:facade:0, Кабельный фасад - Золотая руда
appliedenergistics2:facade:0, Кабельный фасад - Железная руда
appliedenergistics2:facade:0, Кабельный фасад - Каменный уголь
appliedenergistics2:facade:0, Кабельный фасад - Дуб
appliedenergistics2:facade:0, Кабельный фасад - Ель
appliedenergistics2:facade:0, Кабельный фасад - Берёза
appliedenergistics2:facade:0, Кабельный фасад - Тропическое дерево
appliedenergistics2:facade:0, Кабельный фасад - Дубовые листья
appliedenergistics2:facade:0, Кабельный фасад - Хвоя
appliedenergistics2:facade:0, Кабельный фасад - Берёзовые листья
appliedenergistics2:facade:0, Кабельный фасад - Листья тропического дерева
appliedenergistics2:facade:0, Кабельный фасад - Губка
appliedenergistics2:facade:0, Кабельный фасад - Мокрая губка
appliedenergistics2:facade:0, Кабельный фасад - Стекло
appliedenergistics2:facade:0, Кабельный фасад - Лазуритовая руда
appliedenergistics2:facade:0, Кабельный фасад - Лазуритовый блок
appliedenergistics2:facade:0, Кабельный фасад - Песчаник
